result,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,b,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
edible,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,y,g
edible,x,f,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g
edible,x,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,g
poison,x,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,g
edible,x,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,f,w,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,b,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,g
poison,x,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u
edible,x,s,y,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,f,w,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,s,w,t,l,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,f,f,y,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,g
edible,b,y,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
edible,x,y,n,t,l,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,p
edible,b,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,s,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,m
poison,x,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u
edible,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,g
edible,b,y,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
poison,x,y,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,v,u
edible,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,y,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
edible,b,y,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,f,n,t,n,f,c,b,p,t,s,s,p,w,p,w,o,p,k,y,d
edible,x,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,k,y,g
edible,b,s,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,f,g,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,u
edible,x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,g
edible,x,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g
edible,b,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,m
edible,f,f,y,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,f,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g
edible,x,f,y,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,s,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m
edible,f,s,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,s,g
edible,x,f,n,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,n,y,u
edible,f,s,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,a,g
edible,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,p
edible,b,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g
edible,b,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,m
edible,x,y,y,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,k,s,p
edible,s,f,g,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,u
edible,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p
poison,x,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,u
edible,x,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p
edible,x,y,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,f,n,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,s,g
edible,x,f,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,a,g
edible,f,s,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,a,g
edible,f,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p
edible,x,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,g
edible,f,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u
edible,x,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,p
edible,x,f,y,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
edible,b,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,f,g,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,s,g
edible,x,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,g
edible,f,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,g
edible,x,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,s,f,n,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,y,u
edible,x,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,g
edible,s,f,n,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,k,y,u
edible,b,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
edible,b,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g
poison,x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,u
edible,x,s,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,s,g
edible,x,y,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,f,n,t,n,f,c,b,n,t,s,s,g,w,p,w,o,p,n,y,d
poison,x,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,u
edible,x,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,k,y,p
edible,x,s,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g
edible,b,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
edible,b,s,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
edible,b,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,f,g,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u
edible,f,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,k,s,g
edible,x,f,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,a,g
edible,x,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,y,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,u
poison,x,s,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,u
edible,b,y,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,g
edible,b,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
poison,x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,u
edible,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p
edible,x,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,s,n,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g
edible,x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p
edible,x,y,y,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,g
poison,x,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,g
edible,b,y,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,f,w,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
poison,x,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,u
edible,x,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,g
edible,f,f,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,n,a,g
edible,x,y,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
edible,b,y,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
poison,x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,u
edible,f,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,k,s,g
edible,x,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,s,w,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p
edible,b,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,s,w,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,a,g
edible,f,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u
edible,x,y,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,y,y,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,g
edible,b,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g
edible,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,g
edible,f,s,w,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,b,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,f,y,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
edible,b,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p
edible,x,y,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
edible,x,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,m
edible,x,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,y,p
edible,x,y,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,y,n,t,l,f,c,b,p,e,s,y,w,w,p,w,o,p,k,s,g
edible,x,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,g
edible,f,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,s,g
edible,b,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,x,f,n,t,n,f,c,b,n,t,s,s,g,p,p,w,o,p,n,y,d
edible,x,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,b,s,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
edible,b,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,f,y,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,b,s,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,s,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,a,g
edible,b,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
edible,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,f,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,p
edible,f,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p
edible,x,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,f,y,y,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,g
edible,b,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,y,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,f,n,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u
edible,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,g
edible,x,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,s,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
edible,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
edible,f,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,p
edible,x,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,y,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m
edible,f,f,w,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
edible,s,f,g,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,k,y,u
edible,f,s,y,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,f,g,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,k,y,u
edible,x,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,n,y,u
edible,b,y,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,s,w,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,b,y,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g
edible,f,s,w,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
edible,f,f,g,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,k,y,u
edible,f,s,w,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,y,g
edible,x,y,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
edible,s,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,n,y,u
edible,x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,s,p
edible,x,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,s,p
edible,f,f,y,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
poison,f,s,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,g
poison,x,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u
edible,f,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,p
edible,x,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,k,s,g
edible,b,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,m
edible,f,f,w,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,a,g
edible,f,y,n,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,g
edible,x,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,g
edible,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,n,g
edible,b,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,s,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
edible,b,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,y,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,g
poison,x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,g
edible,x,s,g,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,s,g
edible,f,s,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,a,g
edible,x,f,w,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,f,f,g,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,u
edible,f,f,n,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,n,y,u
edible,b,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,f,w,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
edible,s,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,u
edible,x,f,n,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,n,v,u
edible,x,f,w,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,a,g
edible,x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,p
edible,b,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
edible,x,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m
edible,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
edible,f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,y,p
poison,x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,u
edible,f,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,k,y,u
edible,b,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,g
edible,f,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,s,p
edible,x,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,f,n,f,n,f,c,n,k,e,s,s,w,w,p,w,o,p,k,y,u
edible,f,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,p
edible,x,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,p
edible,x,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
poison,x,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,g
edible,f,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,k,y,p
poison,f,s,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,g
edible,x,f,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g
edible,b,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,m
edible,s,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u
edible,x,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,m
edible,f,s,w,t,a,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,s,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,m
edible,f,f,g,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,s,g
poison,x,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,s,g
edible,f,f,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g
edible,x,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,m
edible,f,f,g,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,n,v,u
edible,x,f,y,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
edible,f,f,n,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,n,y,u
edible,x,f,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g
edible,x,y,y,t,l,f,c,b,p,e,s,y,w,w,p,w,o,p,k,s,p
edible,f,s,w,t,l,f,w,n,p,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,s,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,g
edible,f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,k,y,p
poison,x,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,v,u
edible,x,f,w,t,l,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
edible,b,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,s,y,t,a,f,w,n,w,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,s,y,t,a,f,w,n,n,t,s,s,w,w,p,w,o,p,u,v,d
edible,x,f,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,s,g
edible,b,s,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
poison,x,y,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,v,g
edible,x,y,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,g
edible,f,s,g,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,k,s,g
poison,x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,s,g
edible,b,y,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,m
edible,x,s,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,m
edible,f,f,y,t,l,f,w,n,n,t,s,s,w,w,p,w,o,p,n,v,d
edible,x,s,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,g
edible,b,y,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,y,n,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,g
edible,x,s,y,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,f,n,f,n,f,c,n,p,e,s,s,w,w,p,w,o,p,n,v,u
edible,x,s,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,y,y,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,g
poison,x,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,s,w,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,n,n,m
edible,x,s,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,m
edible,x,y,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,y,y,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,n,y,g
edible,f,y,y,t,a,f,c,b,w,e,s,y,w,w,p,w,o,p,k,s,g
edible,x,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,m
edible,s,f,g,f,n,f,c,n,g,e,s,s,w,w,p,w,o,p,k,v,u
edible,f,f,n,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,k,y,u
edible,s,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,u
edible,x,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
poison,x,s,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,u
edible,x,s,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,s,g
edible,x,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g
poison,x,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,s,g
edible,x,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,m
poison,x,s,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,u
edible,b,s,y,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,m
edible,b,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,m
poison,x,y,w,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,n,s,g
poison,x,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,u
edible,x,s,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g
edible,x,y,n,t,l,f,c,b,w,e,s,y,w,w,p,w,o,p,n,y,g
edible,f,f,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,a,g
edible,f,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,p
edible,b,y,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,b,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,n,g
edible,x,s,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g
edible,f,y,n,t,a,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,g
edible,x,s,w,t,l,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,m
edible,f,f,g,f,n,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,u
edible,f,s,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,a,g
edible,x,f,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g
edible,f,s,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,a,g
poison,x,s,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,s,u
